Age,Gender,MaritalStatus,EducationLevel,EmploymentStatus,AnnualIncome,LoanAmountRequested,PurposeOfLoan,CreditScore,ExistingLoansCount,LatePaymentsLastYear,LoanApproved
22,Male,Married,High School,Unemployed,418943.86,265204.77,Home,548,9,0,1
68,Male,Married,High School,Employed,621071.77,455053.9,Education,520,4,1,1
53,Male,Single,Bachelor,Employed,229767.45,869585.36,Home,474,1,7,0
44,Male,Widowed,Bachelor,Employed,1378236.86,2880492.05,Personal,378,3,1,1
42,Female,Widowed,Bachelor,Employed,4809393.72,2606970.6,Business,570,1,0,1
46,Male,Single,Other,Employed,264394.79,82100.04,Car,469,9,5,0
36,Male,Divorced,Bachelor,Employed,1393516.02,4721602.33,Home,679,0,0,0
57,Female,Divorced,Master,Employed,211504.22,580797.37,Business,358,4,1,0
52,Female,Widowed,High School,Employed,4236691.25,13981180.34,Business,730,8,0,0
42,Male,Married,Master,Self-employed,162894.11,481721.07,Business,427,5,3,1
45,Male,Married,High School,Employed,125272.34,464896.91,Other,491,8,2,0
28,Female,Single,Bachelor,Employed,1617222.16,2363649.64,Other,694,9,2,0
46,Male,Divorced,High School,Student,2904762.74,1930904.86,Home,591,2,0,1
29,Male,Divorced,Master,Employed,1677448.82,5156471.25,Other,318,2,1,0
25,Female,Single,Bachelor,Employed,1962193.44,6014338.17,Personal,787,4,0,1
51,Female,Single,High School,Employed,584774.8,1870654.66,Home,807,6,0,0
22,Female,Married,Master,Employed,59462.17,26812.79,Personal,468,2,5,0
53,Female,Divorced,High School,Student,60200.13,47087.28,Car,522,9,0,0
60,Male,Divorced,Master,Employed,1899131.25,422287.07,Car,819,9,0,1
35,Female,Divorced,Bachelor,Employed,178074.22,286453.7,Car,644,0,0,1
31,Female,Widowed,Bachelor,Employed,611237.82,2044556.5,Business,447,7,3,0
21,Male,Widowed,Bachelor,Self-employed,69092.85,285995.15,Personal,773,8,0,0
57,Male,Single,Bachelor,Employed,4333328.07,12227389.45,Home,783,7,1,1
21,Female,Single,High School,Self-employed,89799.38,279177.93,Home,715,2,1,0
43,Female,Married,High School,Employed,105304.53,112098.93,Home,399,3,9,0
30,Male,Married,Bachelor,Employed,2261834.19,4507478.37,Personal,491,5,7,0
40,Female,Single,Master,Employed,4596418.95,809418.7,Other,540,1,0,1
55,Female,Widowed,Other,Self-employed,1378555.07,6485747.72,Personal,643,7,0,1
58,Female,Single,Bachelor,Employed,3696436.91,16295595.56,Other,663,8,0,1
28,Male,Single,High School,Unemployed,222307.96,571115.1,Car,796,9,0,0
23,Female,Widowed,Bachelor,Employed,571530.24,830808.42,Personal,784,1,1,1
50,Female,Single,High School,Employed,4149383.97,11943164.8,Home,645,5,1,0
21,Female,Widowed,PhD,Employed,672544.72,2689938.92,Personal,385,8,7,0
27,Male,Divorced,Master,Employed,2936057.5,12728728.77,Home,406,2,1,0
19,Male,Divorced,PhD,Self-employed,1265459.43,4988143.39,Personal,786,9,0,0
40,Female,Widowed,Master,Employed,2687267.82,646874.19,Business,647,1,0,1
53,Female,Divorced,Master,Student,216139.41,470295.93,Other,555,9,0,1
44,Female,Widowed,Master,Employed,917409.51,169445.34,Business,395,9,0,1
35,Female,Divorced,High School,Self-employed,4067926.36,3177375.24,Home,458,2,3,0
18,Male,Married,Master,Self-employed,67812.26,182112.89,Business,441,4,1,0
32,Female,Married,Bachelor,Employed,1486733.56,5365100.1,Home,593,0,0,0
25,Female,Single,PhD,Employed,122855.03,505778.96,Home,682,1,1,0
45,Male,Single,Bachelor,Self-employed,547394.23,740855.39,Car,342,2,5,0
25,Female,Married,Master,Employed,155306.09,230053.96,Education,814,4,0,1
68,Male,Divorced,High School,Employed,1474735.35,4797899.24,Other,590,8,0,0
23,Female,Single,High School,Employed,526130.03,556038.61,Car,577,8,1,0
45,Female,Divorced,High School,Unemployed,264572.27,1150384.97,Other,530,1,0,0
22,Female,Single,PhD,Employed,90174.58,301261.36,Business,659,0,0,0
44,Female,Married,Other,Self-employed,3735525.35,6669638.39,Car,470,1,7,0
57,Female,Married,Bachelor,Self-employed,3271577.87,12928216.37,Business,670,9,1,0
62,Female,Single,High School,Employed,4896693.62,4074935.33,Personal,445,0,1,1
26,Male,Married,Other,Student,2056492.67,2315410.03,Personal,386,1,6,0
33,Female,Married,Other,Employed,191164.08,736980.34,Business,435,2,5,0
44,Female,Widowed,Bachelor,Self-employed,126952.87,184213.56,Education,301,8,5,0
42,Female,Divorced,Bachelor,Employed,656175.38,3114883.76,Education,406,8,6,0
37,Female,Widowed,High School,Employed,303537.11,315857.7,Car,656,9,0,0
34,Male,Single,Bachelor,Employed,360408.67,303813.7,Personal,506,9,0,1
21,Female,Single,High School,Student,271583.04,1284047.6,Car,488,6,3,0
53,Male,Divorced,Master,Employed,362264.98,610819.38,Education,629,2,0,1
34,Female,Single,Other,Employed,2687999.58,12128834.26,Education,582,9,0,0
25,Female,Single,PhD,Self-employed,4783269.75,19032318.81,Education,685,9,1,1
64,Female,Single,Bachelor,Employed,1245415.0,1008503.84,Car,767,9,1,1
65,Male,Widowed,High School,Employed,1605970.28,6456304.01,Home,823,6,2,0
53,Female,Married,Bachelor,Student,1893407.59,4764925.58,Car,322,2,9,0
23,Female,Widowed,High School,Unemployed,1370533.91,6241851.56,Education,673,3,1,0
52,Male,Divorced,Bachelor,Employed,378536.99,565639.16,Other,481,7,3,0
41,Male,Widowed,Bachelor,Self-employed,2989440.66,1801451.74,Personal,849,3,0,1
47,Male,Single,Bachelor,Unemployed,1471757.92,2677418.41,Home,417,1,1,0
51,Male,Married,Bachelor,Unemployed,94689.38,471665.93,Other,441,3,1,0
19,Female,Married,Bachelor,Self-employed,2261512.21,3682779.47,Education,428,7,4,1
25,Female,Single,High School,Employed,241779.84,834828.24,Education,704,0,0,0
30,Male,Single,Bachelor,Student,595950.3,1670020.13,Home,515,1,0,0
36,Female,Divorced,Other,Self-employed,1801013.6,8824255.35,Home,318,4,0,0
44,Female,Divorced,Bachelor,Employed,50780.27,61308.89,Education,734,0,0,0
59,Female,Divorced,Master,Employed,4578645.24,733496.31,Home,568,5,1,1
59,Female,Married,Bachelor,Employed,3634039.68,2564534.91,Car,529,0,1,1
62,Female,Single,High School,Employed,601444.96,1967289.93,Car,624,5,1,0
60,Male,Married,Bachelor,Employed,327578.04,1257235.7,Education,368,0,6,0
62,Male,Single,High School,Unemployed,1060646.06,3767070.45,Other,604,8,0,0
44,Female,Divorced,Master,Employed,2329907.6,7501741.14,Other,387,7,5,0
58,Male,Divorced,Bachelor,Employed,1135798.41,5594479.38,Other,508,5,0,0
40,Male,Widowed,Bachelor,Employed,57242.02,120879.87,Home,314,6,0,0
21,Female,Widowed,Master,Employed,3622575.11,13305675.03,Personal,503,5,0,1
62,Male,Divorced,PhD,Employed,2999523.97,939528.42,Business,529,3,0,1
39,Female,Married,Master,Student,151348.37,635733.7,Business,367,1,6,0
58,Male,Single,High School,Self-employed,1036904.16,1368753.68,Business,705,9,1,1
60,Male,Married,Other,Self-employed,349592.13,952985.43,Other,431,2,7,0
68,Female,Divorced,High School,Self-employed,3911903.36,7429397.92,Education,300,5,6,0
58,Male,Married,High School,Employed,643783.14,1860947.13,Business,694,8,1,0
56,Male,Married,Other,Employed,394634.12,1061023.0,Other,415,6,5,0
48,Female,Widowed,Bachelor,Retired,116671.43,169125.54,Education,824,0,0,1
66,Female,Married,High School,Retired,395976.67,863018.21,Personal,442,2,2,0
36,Female,Single,High School,Employed,4708974.55,9172118.46,Education,554,0,0,1
64,Female,Single,Bachelor,Self-employed,136075.4,134995.61,Home,477,7,4,0
47,Male,Single,Bachelor,Self-employed,537169.36,406704.68,Car,368,0,7,0
30,Male,Divorced,High School,Employed,713757.12,395377.24,Education,391,8,4,1
37,Female,Single,Master,Employed,50550.7,32061.76,Business,639,3,0,0
69,Male,Married,Master,Employed,1308063.69,6087660.2,Home,663,4,0,1
46,Female,Divorced,High School,Employed,2152939.02,3772503.9,Education,710,7,0,0
26,Female,Divorced,Bachelor,Employed,594749.41,2145097.64,Education,664,8,0,0
33,Male,Single,Bachelor,Student,190815.42,329992.22,Other,601,3,0,0
41,Female,Divorced,Bachelor,Employed,90681.44,188709.89,Other,300,9,4,0
19,Female,Divorced,Bachelor,Unemployed,52279.59,78114.2,Home,458,8,2,0
46,Male,Married,Bachelor,Employed,119273.89,450256.27,Other,741,8,0,0
49,Female,Widowed,PhD,Unemployed,54549.43,184664.72,Business,776,2,3,0
62,Female,Divorced,Bachelor,Student,3560695.31,11175890.49,Other,806,8,0,0
21,Male,Divorced,Other,Self-employed,3572967.39,1724904.63,Business,519,2,0,1
65,Male,Widowed,Bachelor,Self-employed,157657.14,460715.78,Other,569,2,0,0
19,Female,Married,High School,Employed,611948.28,1179592.97,Other,760,5,0,1
48,Female,Single,Bachelor,Employed,258567.22,363459.13,Education,835,3,0,1
44,Male,Married,Master,Self-employed,1898895.55,8090012.99,Other,300,9,9,0
52,Male,Divorced,Other,Retired,146738.42,264510.87,Other,518,7,0,1
24,Female,Widowed,High School,Employed,1180344.88,1853256.06,Education,582,7,0,0
22,Male,Divorced,Other,Employed,303227.22,669809.85,Education,647,9,2,0
28,Male,Single,Bachelor,Student,79325.6,65684.34,Car,391,5,5,0
19,Female,Divorced,Bachelor,Employed,304021.35,1202472.02,Home,580,1,0,0
32,Female,Widowed,High School,Employed,105124.86,178431.58,Home,569,2,0,0
35,Female,Widowed,Bachelor,Employed,348595.69,1611298.3,Business,779,2,0,1
50,Female,Widowed,Other,Employed,473545.22,1744372.33,Home,553,5,0,0
68,Male,Married,High School,Employed,1589515.28,1455764.27,Business,535,7,0,1
69,Female,Single,High School,Employed,1606819.45,2753523.51,Business,538,4,3,0
36,Male,Single,Master,Employed,181711.82,135861.97,Business,813,9,0,1
63,Male,Divorced,High School,Employed,2451518.57,4874634.83,Education,803,2,0,1
34,Male,Divorced,Bachelor,Employed,176561.43,40989.16,Other,500,2,1,1
27,Female,Divorced,High School,Self-employed,656589.4,2258651.06,Car,728,2,2,0
21,Male,Single,High School,Self-employed,375291.13,436606.34,Education,364,0,8,0
27,Male,Married,Master,Employed,2718786.08,12459248.29,Other,568,1,0,0
50,Male,Married,Master,Unemployed,963813.16,1689248.75,Personal,522,0,1,1
47,Male,Widowed,PhD,Self-employed,494267.87,2030756.74,Other,342,4,8,0
28,Female,Married,Other,Retired,54465.46,136132.87,Personal,546,9,0,0
53,Male,Single,Bachelor,Unemployed,2104255.18,9779805.1,Personal,394,4,8,0
61,Male,Widowed,High School,Self-employed,54038.84,133813.54,Business,383,1,0,0
58,Male,Married,Bachelor,Unemployed,2318563.96,597858.13,Business,300,4,8,0
60,Female,Widowed,Bachelor,Self-employed,1133639.38,2050194.06,Other,782,3,1,1
41,Female,Married,Bachelor,Self-employed,59187.29,261071.28,Other,753,1,0,0
64,Male,Married,Master,Employed,71860.76,156397.64,Other,347,6,7,0
28,Female,Divorced,High School,Unemployed,763577.05,531601.72,Other,300,8,0,1
68,Female,Widowed,Master,Employed,50288.68,180245.36,Education,691,9,2,0
41,Female,Single,Bachelor,Employed,74777.99,158243.96,Other,555,0,0,0
65,Male,Single,Bachelor,Employed,3299869.57,15861309.26,Education,393,1,6,0
44,Female,Single,Bachelor,Employed,128460.28,455358.09,Education,586,2,0,0
57,Male,Widowed,High School,Employed,1207421.37,136486.2,Car,622,4,1,1
24,Male,Divorced,Bachelor,Employed,67314.96,321211.87,Other,655,5,0,0
30,Female,Widowed,PhD,Employed,2844202.81,3995590.46,Home,641,2,0,1
43,Female,Single,Master,Employed,52931.28,32487.67,Personal,442,6,0,0
30,Female,Married,High School,Employed,54902.92,233892.36,Other,652,3,1,0
45,Female,Single,Other,Employed,116844.77,562824.88,Car,519,7,0,0
69,Female,Divorced,Master,Employed,72110.85,104849.32,Other,467,6,6,0
29,Male,Married,High School,Student,895670.16,2598819.71,Home,354,5,0,0
19,Male,Single,Master,Employed,1688883.29,7715587.74,Education,617,8,1,0
65,Female,Single,High School,Employed,2171391.77,7103672.74,Car,421,7,4,0
26,Male,Single,Bachelor,Employed,85524.64,17632.64,Other,401,8,7,0
36,Female,Divorced,Master,Unemployed,1533317.4,379501.69,Business,575,6,1,1
52,Female,Widowed,High School,Employed,245881.0,1051272.94,Education,399,1,7,0
58,Male,Widowed,Master,Employed,56618.97,194215.15,Other,675,7,0,1
33,Female,Single,Master,Employed,81187.75,352048.26,Personal,576,9,0,0
38,Male,Divorced,Other,Unemployed,183638.82,278212.67,Personal,695,3,1,0
45,Female,Single,Master,Employed,105568.84,522382.68,Car,658,1,0,0
67,Female,Single,Other,Self-employed,132055.59,234122.32,Personal,615,9,0,0
56,Female,Married,Bachelor,Self-employed,785383.37,316375.74,Car,639,5,0,1
51,Female,Single,Bachelor,Employed,777175.09,2286360.44,Home,747,1,0,1
44,Female,Married,High School,Employed,134584.78,390519.27,Personal,679,9,0,1
37,Male,Married,Bachelor,Employed,2425181.45,530922.62,Personal,310,7,1,1
22,Male,Single,Bachelor,Employed,2558813.71,10740872.56,Business,399,1,3,0
54,Male,Single,Master,Employed,239074.75,966086.05,Home,624,0,1,0
37,Female,Widowed,High School,Self-employed,4765479.74,16610880.0,Home,706,7,0,0
62,Female,Divorced,High School,Employed,274960.22,1035661.26,Business,746,5,0,0
56,Female,Divorced,High School,Self-employed,447166.64,780606.22,Home,395,6,5,0
59,Male,Married,Master,Employed,3690557.73,11036884.75,Home,432,1,7,0
36,Female,Widowed,High School,Employed,69775.97,213620.08,Personal,723,1,0,0
21,Female,Single,High School,Unemployed,626433.02,2064032.33,Personal,676,4,0,1
18,Female,Widowed,Master,Employed,527115.02,2216293.58,Education,396,1,1,0
31,Male,Married,High School,Employed,3522790.05,6515658.23,Education,642,4,2,1
67,Female,Married,High School,Unemployed,375448.39,1614038.66,Home,465,3,8,0
18,Female,Single,Bachelor,Self-employed,1290691.76,5791811.42,Car,571,8,0,0
51,Female,Divorced,Master,Employed,4928131.62,19687536.77,Home,313,3,3,0
64,Female,Divorced,High School,Self-employed,3749773.46,15798210.08,Car,353,5,5,0
29,Female,Divorced,Other,Employed,1889950.56,8930213.26,Business,388,9,5,0
40,Female,Single,Master,Unemployed,111821.42,97784.04,Car,525,7,1,0
34,Male,Widowed,Bachelor,Employed,981963.88,292784.13,Home,501,6,0,1
38,Female,Divorced,Master,Employed,822815.06,931702.49,Personal,767,2,0,1
44,Male,Married,Bachelor,Employed,247532.59,945456.09,Personal,733,1,1,0
52,Male,Single,High School,Employed,58830.59,46723.85,Business,478,8,4,0
21,Male,Divorced,Bachelor,Self-employed,121844.86,86181.53,Home,588,7,2,0
37,Male,Married,High School,Employed,311724.53,461983.21,Personal,520,3,1,0
43,Female,Married,Bachelor,Employed,1541151.67,4145692.45,Personal,543,5,0,0
44,Male,Married,Bachelor,Employed,230951.23,1131898.87,Other,599,6,0,0
32,Female,Widowed,Bachelor,Employed,74643.75,297323.64,Other,422,6,4,0
46,Female,Widowed,High School,Self-employed,718286.62,1809897.46,Car,470,4,5,0
56,Female,Widowed,Bachelor,Employed,1311881.51,5956424.41,Home,368,1,9,0
29,Male,Married,Other,Self-employed,1826191.37,4768707.64,Home,601,2,1,0
39,Male,Married,Master,Employed,80238.83,15899.27,Other,352,1,1,1
37,Female,Single,Master,Self-employed,1672416.62,2387362.42,Car,773,6,1,1
30,Male,Married,Bachelor,Employed,135836.38,279224.42,Home,314,2,4,0
46,Male,Married,Bachelor,Employed,439529.94,1660576.69,Business,842,6,0,1
38,Female,Single,Bachelor,Unemployed,1192323.56,338066.31,Business,572,0,1,1
57,Male,Divorced,High School,Employed,1090109.52,2111348.43,Business,582,2,1,1
45,Female,Divorced,Bachelor,Employed,237680.85,996588.4,Other,725,4,0,0
56,Male,Divorced,Bachelor,Employed,170502.09,203859.3,Business,436,1,8,0
32,Female,Widowed,High School,Employed,4877820.8,22009326.52,Home,589,5,1,1
66,Female,Married,Master,Retired,52240.82,53172.97,Home,472,2,5,0
59,Male,Divorced,Bachelor,Employed,896415.83,3644028.74,Car,416,3,2,0
56,Female,Widowed,Master,Employed,263891.71,888742.11,Other,607,2,0,0
52,Male,Single,Bachelor,Employed,262578.98,479019.03,Education,605,0,1,0
33,Male,Divorced,Bachelor,Employed,2800705.09,12116041.57,Personal,514,3,0,1
37,Female,Divorced,High School,Unemployed,151727.9,733406.68,Other,511,5,2,0
22,Female,Widowed,Master,Unemployed,3149417.84,12188351.49,Other,592,9,0,1
69,Male,Widowed,Bachelor,Self-employed,1290368.4,2548386.53,Education,807,1,0,1
51,Female,Married,Other,Employed,2700172.03,4877863.48,Personal,537,4,1,1
47,Female,Married,Master,Employed,2010759.58,5265768.9,Personal,436,7,0,1
47,Male,Married,PhD,Unemployed,3833182.22,841582.94,Business,433,8,7,1
29,Female,Single,Master,Self-employed,1430839.39,6214548.79,Personal,486,2,8,0
31,Male,Married,Master,Employed,212392.86,364740.77,Car,497,4,6,0
53,Male,Single,High School,Employed,1466534.21,4590447.52,Home,347,2,9,0
59,Male,Divorced,Bachelor,Self-employed,85671.18,131524.69,Personal,410,7,2,0
59,Male,Married,Bachelor,Self-employed,4251501.24,21241685.7,Business,794,8,2,1
59,Male,Widowed,PhD,Employed,989808.23,1439834.49,Personal,418,7,2,0
35,Male,Single,PhD,Unemployed,138988.76,501123.49,Education,348,9,4,0
41,Male,Divorced,High School,Employed,420182.88,445279.86,Other,722,1,1,0
37,Female,Widowed,Master,Unemployed,573196.91,2774894.7,Home,717,7,1,0
19,Female,Married,Bachelor,Employed,3837324.22,8226611.74,Car,553,7,0,1
20,Female,Single,High School,Retired,367256.81,336928.61,Business,719,5,0,1
61,Female,Widowed,Master,Unemployed,1312234.3,3097933.96,Business,542,3,0,1
25,Female,Divorced,Other,Employed,131679.17,516501.16,Education,382,2,6,0
53,Female,Married,Other,Employed,475729.56,415061.46,Home,650,3,2,1
20,Male,Widowed,Bachelor,Employed,476485.16,190860.48,Personal,352,1,4,0
59,Female,Single,High School,Self-employed,53727.04,35182.03,Car,316,1,2,0
40,Female,Widowed,Master,Employed,86541.5,124403.61,Car,655,7,0,0
58,Female,Married,Bachelor,Self-employed,67564.28,107734.3,Car,536,0,1,0
67,Female,Single,Bachelor,Employed,52846.08,96535.89,Business,436,6,5,0
50,Male,Divorced,High School,Employed,1384582.34,5628309.78,Home,588,4,0,0
54,Male,Divorced,Bachelor,Employed,2709189.05,1911421.38,Home,511,1,0,1
39,Female,Married,Master,Employed,1366296.58,1268485.43,Home,341,8,5,0
61,Male,Single,High School,Employed,178337.95,265472.45,Education,780,4,0,0
33,Male,Single,High School,Self-employed,346525.41,336032.62,Car,357,2,3,0
68,Female,Divorced,High School,Self-employed,1181094.85,5691236.3,Business,470,3,7,0
63,Male,Divorced,Bachelor,Self-employed,1554038.26,2747786.39,Other,396,6,0,1
46,Female,Widowed,PhD,Employed,1578679.51,4159258.52,Business,581,9,2,0
26,Male,Single,Bachelor,Employed,978259.42,4359245.04,Education,369,5,6,0
40,Female,Widowed,High School,Student,456355.76,2015070.59,Other,835,6,1,0
38,Female,Widowed,Bachelor,Unemployed,3688301.06,16853199.66,Business,558,8,0,1
45,Male,Single,Master,Employed,333817.06,762455.66,Car,466,2,0,0
26,Female,Married,Master,Student,2042392.27,5584761.15,Business,736,0,2,1
25,Female,Widowed,Other,Employed,983180.12,3161886.77,Personal,331,5,0,0
56,Female,Divorced,Master,Employed,106747.78,496060.34,Car,580,1,0,0
30,Female,Married,Bachelor,Unemployed,3613702.44,12480415.05,Other,561,2,1,1
65,Male,Single,High School,Employed,175193.92,830056.08,Business,606,5,1,0
32,Female,Single,Bachelor,Employed,282723.92,244231.62,Other,759,9,1,1
66,Male,Divorced,PhD,Employed,57417.68,190911.78,Other,648,5,0,0
21,Female,Single,Bachelor,Employed,4031371.59,14102431.99,Education,621,0,0,0
55,Male,Divorced,High School,Self-employed,874734.63,2606761.02,Personal,577,0,0,0
29,Female,Divorced,High School,Employed,3456162.08,15828987.54,Education,305,5,1,0
57,Male,Widowed,Bachelor,Unemployed,152021.46,310340.26,Education,466,0,6,0
58,Female,Married,High School,Employed,3252480.75,8643316.39,Other,767,0,1,1
24,Female,Divorced,High School,Employed,1190434.01,5889387.12,Education,665,3,0,0
57,Male,Widowed,Master,Unemployed,462157.96,1770918.93,Education,461,1,7,0
67,Female,Widowed,Master,Self-employed,279863.06,861542.87,Other,842,5,0,0
39,Male,Divorced,High School,Employed,3123731.32,11017269.27,Other,734,0,0,1
26,Male,Widowed,Bachelor,Employed,3777775.44,2558919.35,Home,725,2,1,1
21,Male,Married,Master,Employed,3779331.95,2209870.08,Home,709,9,1,1
44,Male,Single,Bachelor,Employed,193511.74,165539.32,Education,594,8,0,1
37,Male,Married,PhD,Employed,61719.73,220639.63,Other,735,5,0,0
23,Female,Divorced,High School,Student,448804.39,302242.16,Car,591,8,1,1
19,Female,Married,Bachelor,Self-employed,4926846.67,15521678.22,Education,713,5,0,1
69,Female,Married,Master,Employed,199032.47,744992.94,Home,572,9,0,0
58,Female,Married,Bachelor,Employed,650197.25,3103168.64,Car,359,0,4,0
55,Female,Single,Master,Employed,73480.65,131606.97,Education,325,3,3,0
41,Male,Widowed,Bachelor,Employed,1273044.7,3567278.46,Personal,605,3,0,1
32,Female,Married,High School,Self-employed,1704164.96,5043597.98,Education,613,2,1,1
21,Male,Widowed,Bachelor,Employed,97853.42,269992.08,Car,776,6,0,1
21,Male,Married,High School,Self-employed,770794.44,3548693.13,Other,762,2,1,1
39,Female,Married,Master,Student,563426.19,776072.85,Business,585,6,1,0
52,Male,Single,High School,Retired,237134.3,367529.47,Personal,490,8,4,0
38,Female,Widowed,Master,Employed,1577765.21,5090993.85,Business,376,7,4,0
29,Female,Divorced,High School,Employed,164514.05,229552.48,Personal,781,7,1,1
49,Male,Widowed,High School,Retired,1601846.68,2314720.62,Home,778,1,1,1
56,Female,Divorced,High School,Employed,159620.95,479800.23,Home,661,9,0,0
34,Female,Widowed,Bachelor,Student,51008.63,71220.33,Home,790,3,0,0
20,Male,Divorced,Master,Employed,179191.85,614328.23,Personal,570,8,0,0
41,Female,Married,Bachelor,Employed,1906721.78,3996614.18,Business,509,8,0,1
66,Male,Married,High School,Student,393639.77,542370.25,Car,800,2,1,0
40,Male,Widowed,Master,Employed,245549.8,832588.89,Car,475,8,4,0
58,Male,Single,Bachelor,Student,1725376.53,3656012.23,Education,492,1,8,0
59,Male,Divorced,Other,Unemployed,694284.35,1367205.96,Personal,632,5,0,0
38,Male,Single,High School,Self-employed,761467.32,3053858.05,Personal,437,1,5,0
34,Female,Divorced,Bachelor,Unemployed,1358301.66,2849953.7,Other,300,0,9,0
68,Male,Single,Bachelor,Student,90825.55,214263.63,Home,825,5,0,1
44,Male,Single,Bachelor,Self-employed,111697.71,107700.28,Business,786,0,1,1
27,Male,Divorced,Master,Employed,305998.49,268498.05,Personal,514,1,0,1
20,Male,Married,Bachelor,Self-employed,1288692.59,3362867.46,Other,805,5,2,0
62,Female,Single,Master,Retired,1949536.0,2328641.11,Personal,558,0,0,1
53,Female,Married,Other,Employed,183417.97,310321.13,Car,345,5,7,0
25,Female,Single,High School,Self-employed,711264.79,3473334.55,Other,819,0,2,0
38,Male,Divorced,Bachelor,Unemployed,4054796.69,13890584.37,Car,300,7,9,0
47,Female,Single,PhD,Employed,163700.48,162183.55,Home,301,3,0,0
58,Female,Divorced,Bachelor,Student,290865.79,907658.01,Personal,336,3,9,0
69,Female,Single,High School,Employed,561970.37,65037.34,Business,440,0,9,0
27,Male,Widowed,High School,Employed,71850.57,194346.1,Car,467,6,1,0
59,Female,Married,Master,Unemployed,1708785.36,6415361.84,Personal,351,7,2,0
36,Male,Single,Other,Employed,1415061.5,4046620.92,Home,407,9,9,0
19,Female,Divorced,Bachelor,Employed,67204.2,203342.69,Other,496,8,9,0
60,Female,Divorced,PhD,Employed,3171101.63,8014795.36,Home,689,4,3,1
48,Female,Widowed,Bachelor,Employed,107074.48,87584.16,Business,505,6,0,0
56,Male,Widowed,Bachelor,Self-employed,926641.22,415214.36,Home,396,0,7,0
61,Female,Married,High School,Employed,634966.46,2931795.39,Home,314,4,9,0
48,Male,Single,Bachelor,Self-employed,52195.22,187078.76,Business,536,3,1,0
51,Female,Single,High School,Retired,1045727.56,1922018.33,Home,585,9,0,0
39,Male,Single,Bachelor,Employed,51302.33,223986.86,Car,456,8,7,0
64,Male,Divorced,High School,Employed,897906.81,3713312.37,Car,487,5,3,0
21,Female,Single,High School,Employed,292238.23,612753.34,Home,538,2,0,0
55,Male,Widowed,Other,Student,369700.85,976634.3,Other,600,5,1,1
57,Female,Widowed,Bachelor,Self-employed,580304.72,2774954.39,Personal,320,6,0,0
55,Male,Married,Bachelor,Employed,91597.96,228652.14,Education,519,1,0,0
49,Male,Widowed,Bachelor,Employed,982520.13,4060427.41,Business,769,8,0,0
41,Male,Divorced,High School,Employed,968930.31,507346.02,Business,708,9,1,1
61,Female,Widowed,Master,Employed,1172772.97,4822152.99,Car,416,4,7,0
18,Female,Divorced,High School,Employed,682819.28,332635.63,Car,811,8,0,1
21,Female,Married,Bachelor,Employed,50697.43,177111.27,Education,594,6,1,0
31,Female,Single,Master,Unemployed,720587.07,1336787.71,Car,300,9,8,0
41,Male,Widowed,High School,Employed,369713.89,546284.39,Other,336,6,6,0
46,Male,Married,High School,Self-employed,4442398.39,21032427.23,Home,753,4,1,0
21,Female,Widowed,Master,Self-employed,137693.2,363128.87,Education,618,2,1,0
58,Female,Single,Bachelor,Unemployed,77640.93,285248.41,Business,407,6,6,0
52,Male,Married,PhD,Employed,4880864.43,14836842.58,Other,809,4,0,1
49,Female,Single,Master,Employed,57964.86,61896.39,Education,466,9,2,0
52,Female,Divorced,Bachelor,Employed,60333.11,157425.68,Business,353,7,0,0
19,Female,Widowed,PhD,Employed,166106.21,559715.44,Business,340,3,7,0
48,Female,Widowed,Bachelor,Self-employed,835560.48,4069390.55,Home,770,5,0,1
34,Male,Divorced,High School,Unemployed,366166.99,243830.09,Other,334,8,6,0
25,Male,Divorced,Bachelor,Employed,4490793.22,5980976.08,Personal,406,7,3,0
26,Male,Single,Master,Employed,282359.62,446550.57,Other,723,2,2,1
60,Female,Married,Master,Employed,188441.44,673712.29,Other,588,0,0,0
47,Female,Married,Bachelor,Unemployed,66180.36,60260.34,Home,351,2,0,0
36,Female,Widowed,High School,Employed,419929.18,1360620.79,Home,630,7,0,0
54,Female,Widowed,Bachelor,Self-employed,1031937.77,3337748.03,Other,770,0,2,0
22,Female,Married,Bachelor,Unemployed,270199.31,1177927.8,Car,352,8,9,0
54,Female,Single,High School,Self-employed,3403007.27,3923066.81,Business,696,7,0,1
25,Male,Single,Bachelor,Self-employed,436359.9,1541064.33,Home,435,6,8,0
45,Male,Single,Bachelor,Employed,84322.93,241107.29,Education,747,9,2,0
38,Female,Widowed,High School,Unemployed,215127.81,645492.09,Other,612,5,0,0
22,Male,Married,Bachelor,Employed,3890696.21,6391945.73,Other,454,5,7,0
21,Male,Married,Bachelor,Retired,2853037.94,1738043.7,Business,438,1,5,0
43,Male,Widowed,Bachelor,Employed,4219203.08,12484683.5,Personal,376,9,6,0
62,Male,Married,Bachelor,Employed,1752883.95,2375289.37,Business,686,3,0,1
31,Female,Widowed,Master,Retired,3332896.26,8713393.06,Personal,442,9,9,0
31,Female,Married,Master,Self-employed,69973.91,322180.61,Home,561,1,1,0
21,Female,Divorced,High School,Employed,4184840.39,20279464.02,Personal,300,3,6,0
29,Male,Married,Other,Employed,964093.72,3803002.12,Education,363,9,6,0
53,Male,Single,Bachelor,Employed,125001.56,491372.38,Business,740,1,0,0
50,Male,Single,High School,Self-employed,291382.09,379596.73,Home,482,9,6,0
